token_uid,category_code,category_name,index,regkey_raw,title,definition,examples,wire_token,definition_id,wire_token_uniqueness,category+index_uniqueness
SIGSATT001,ATT,Attribute / field select,001,SP:ATT:001,,Select the 'title' attribute as the active field.,title|name|heading,att001,656,TRUE,TRUE
SIGSATT002,ATT,Attribute / field select,002,SP:ATT:002,,Select the owner attribute as the active field.,owner|owner name|owned by,att002,657,TRUE,TRUE
SIGSATT003,ATT,Attribute / field select,003,SP:ATT:003,,Select the assignee/responsible attribute as the active field.,assignee|assigned to|responsible,att003,658,TRUE,TRUE
SIGSATT004,ATT,Attribute / field select,004,SP:ATT:004,,Select the status/state attribute as the active field.,status|state|phase,att004,659,TRUE,TRUE
SIGSATT005,ATT,Attribute / field select,005,SP:ATT:005,,Select the creation timestamp as the active field.,created at|creation date|date created,att005,660,TRUE,TRUE
SIGSATT006,ATT,Attribute / field select,006,SP:ATT:006,,Select the last-updated timestamp as the active field.,updated at|last updated|modified date,att006,661,TRUE,TRUE
SIGSATT007,ATT,Attribute / field select,007,SP:ATT:007,,Select the due/deadline timestamp as the active field.,due at|deadline|due date,att007,662,TRUE,TRUE
SIGSATT008,ATT,Attribute / field select,008,SP:ATT:008,,Select the size metric as the active field.,size|filesize|length,att008,663,TRUE,TRUE
SIGSATT009,ATT,Attribute / field select,009,SP:ATT:009,,Select the type/kind attribute as the active field.,type|kind|category,att009,664,TRUE,TRUE
SIGSATT00A,ATT,Attribute / field select,00A,SP:ATT:00A,,Select the priority attribute as the active field.,priority|P0/P1/P2|importance,att00a,665,TRUE,TRUE
SIGSATT00B,ATT,Attribute / field select,00B,SP:ATT:00B,,Select the filename extension as the active field.,extension|file ext|suffix,att00b,666,TRUE,TRUE
SIGSATT00C,ATT,Attribute / field select,00C,SP:ATT:00C,,Select the MIME/content-type as the active field.,MIME type|content type|mimetype,att00c,667,TRUE,TRUE
SIGSATT00D,ATT,Attribute / field select,00D,SP:ATT:00D,,Select the owning team/group attribute as the active field.,owner group|team|group,att00d,668,TRUE,TRUE
SIGSATT00E,ATT,Attribute / field select,00E,SP:ATT:00E,,Select the tags/labels attribute as the active field.,tags|labels|keywords,att00e,669,TRUE,TRUE
SIGSATT00F,ATT,Attribute / field select,00F,SP:ATT:00F,,Select the path/folder-location attribute as the active field.,path|folder path|location,att00f,670,TRUE,TRUE
SIGSAGG001,AGG,Aggregation,001,SP:AGG:001,,Return the number of items.,count|how many|number of items,agg001,671,TRUE,TRUE
SIGSAGG002,AGG,Aggregation,002,SP:AGG:002,,Return the count of distinct values of the active field.,unique count|distinct values|deduplicated count,agg002,672,TRUE,TRUE
SIGSAGG003,AGG,Aggregation,003,SP:AGG:003,,Return the sum of numeric values for the active field.,sum|total|add up,agg003,673,TRUE,TRUE
SIGSAGG004,AGG,Aggregation,004,SP:AGG:004,,Return the arithmetic mean of numeric values.,average|mean|avg,agg004,674,TRUE,TRUE
SIGSAGG005,AGG,Aggregation,005,SP:AGG:005,,Return the minimum value.,minimum|lowest|smallest,agg005,675,TRUE,TRUE
SIGSAGG006,AGG,Aggregation,006,SP:AGG:006,,Return the maximum value.,maximum|highest|largest,agg006,676,TRUE,TRUE
SIGSAGG007,AGG,Aggregation,007,SP:AGG:007,,Group rows by the active field (or list of fields).,group by|bucket by|aggregate by,agg007,677,TRUE,TRUE
SIGSAGG008,AGG,Aggregation,008,SP:AGG:008,,Filter groups by a post-aggregation predicate.,having condition|post-group filter|group filter,agg008,678,TRUE,TRUE
SIGSAGG009,AGG,Aggregation,009,SP:AGG:009,,"Return the p-th percentile; expects p in [0,100].",95th percentile|percentile 50|median-ish,agg009,679,TRUE,TRUE
SIGSAGG00A,AGG,Aggregation,00A,SP:AGG:00A,,Return the standard deviation of numeric values.,standard deviation|sigma|spread,agg00a,680,TRUE,TRUE
SIGSAGG00B,AGG,Aggregation,00B,SP:AGG:00B,,Return the variance of numeric values.,variance|var|dispersion,agg00b,681,TRUE,TRUE
SIGSAGG00C,AGG,Aggregation,00C,SP:AGG:00C,,Return the most frequent value.,mode|most frequent|common value,agg00c,682,TRUE,TRUE
SIGSAGG00D,AGG,Aggregation,00D,SP:AGG:00D,,Return the median (50th percentile).,median|middle value|50th percentile,agg00d,683,TRUE,TRUE
SIGSAGG00E,AGG,Aggregation,00E,SP:AGG:00E,,Return per-group share as ratio of total count.,ratio of counts|count share|proportion,agg00e,684,TRUE,TRUE
SIGSAGG00F,AGG,Aggregation,00F,SP:AGG:00F,,Compute moving average over a window; expects window spec.,7-day average|rolling mean|moving average,agg00f,685,TRUE,TRUE
SIGSOUT001,OUT,Output / format,001,SP:OUT:001,,Render output as a tabular grid.,as table|tabular|table view,out001,686,TRUE,TRUE
SIGSOUT002,OUT,Output / format,002,SP:OUT:002,,Render output as a simple list.,as list|list view|bulleted list,out002,687,TRUE,TRUE
SIGSOUT003,OUT,Output / format,003,SP:OUT:003,,Export as CSV file.,as CSV|download CSV|CSV export,out003,688,TRUE,TRUE
SIGSOUT004,OUT,Output / format,004,SP:OUT:004,,Render/export as JSON.,as JSON|JSON output|JSON export,out004,689,TRUE,TRUE
SIGSOUT005,OUT,Output / format,005,SP:OUT:005,,Render a chart; combine with chart_* to pick type.,as chart|chart view|visualize,out005,690,TRUE,TRUE
SIGSOUT006,OUT,Output / format,006,SP:OUT:006,,Render a bar/column chart.,bar chart|bars|column chart,out006,691,TRUE,TRUE
SIGSOUT007,OUT,Output / format,007,SP:OUT:007,,Render a line/time-series chart.,line chart|lines|time series,out007,692,TRUE,TRUE
SIGSOUT008,OUT,Output / format,008,SP:OUT:008,,Limit output to the top N items (expects integer).,top 10|first 20|limit 5,out008,693,TRUE,TRUE
SIGSOUT009,OUT,Output / format,009,SP:OUT:009,,Shorten wide fields in the view with ellipses.,truncate fields|shorten columns|ellipsis,out009,694,TRUE,TRUE
SIGSOUT00A,OUT,Output / format,00A,SP:OUT:00A,,Paginate output; expects page size.,paginate|page 1 of N|next page,out00a,695,TRUE,TRUE
SIGSOUT00B,OUT,Output / format,00B,SP:OUT:00B,,Render as Markdown document.,as Markdown|markdown output|md,out00b,696,TRUE,TRUE
SIGSOUT00C,OUT,Output / format,00C,SP:OUT:00C,,Render as HTML document.,as HTML|html output|web,out00c,697,TRUE,TRUE
SIGSOUT00D,OUT,Output / format,00D,SP:OUT:00D,,Trigger a downloadable file artifact.,download file|save file|get file,out00d,698,TRUE,TRUE
SIGSOUT00E,OUT,Output / format,00E,SP:OUT:00E,,Render a pivot/crosstab view.,pivot table|pivot|cross-tab,out00e,699,TRUE,TRUE
SIGSOUT00F,OUT,Output / format,00F,SP:OUT:00F,,Render a small preview subset without side effects.,preview only|sample view|subset,out00f,700,TRUE,TRUE
SIGSENT001,ENT,Entity / type hints,001,SP:ENT:001,,Treat argument as a Person entity type.,person|human|individual,ent001,701,TRUE,TRUE
SIGSENT002,ENT,Entity / type hints,002,SP:ENT:002,,Treat argument as an Organization entity type.,organization|company|org,ent002,702,TRUE,TRUE
SIGSENT003,ENT,Entity / type hints,003,SP:ENT:003,,Treat argument as an Email Address entity type.,email|email address|mail,ent003,703,TRUE,TRUE
SIGSENT004,ENT,Entity / type hints,004,SP:ENT:004,,Treat argument as a URL entity type.,url|link|web address,ent004,704,TRUE,TRUE
SIGSENT005,ENT,Entity / type hints,005,SP:ENT:005,,Treat argument as a File entity type.,file|document|artifact,ent005,705,TRUE,TRUE
SIGSENT006,ENT,Entity / type hints,006,SP:ENT:006,,Treat argument as a Folder/Directory entity type.,folder|directory|path,ent006,706,TRUE,TRUE
SIGSENT007,ENT,Entity / type hints,007,SP:ENT:007,,Treat argument as an Image entity type.,image|picture|photo,ent007,707,TRUE,TRUE
SIGSENT008,ENT,Entity / type hints,008,SP:ENT:008,,Treat argument as an Audio entity type.,audio|sound|recording,ent008,708,TRUE,TRUE
SIGSENT009,ENT,Entity / type hints,009,SP:ENT:009,,Treat argument as a Calendar Date entity type.,date|calendar date|day,ent009,709,TRUE,TRUE
SIGSENT00A,ENT,Entity / type hints,00A,SP:ENT:00A,,Treat argument as a DateTime/Timestamp entity type.,datetime|timestamp|date-time,ent00a,710,TRUE,TRUE
SIGSENT00B,ENT,Entity / type hints,00B,SP:ENT:00B,,Treat argument as a Table/Dataset entity type.,table|dataset|sheet,ent00b,711,TRUE,TRUE
SIGSENT00C,ENT,Entity / type hints,00C,SP:ENT:00C,,Treat argument as a Text/String entity type.,text|plain text|string,ent00c,712,TRUE,TRUE
SIGSENT00D,ENT,Entity / type hints,00D,SP:ENT:00D,,Treat argument as an Image-Embedding/Vector entity type.,image vector|embedding|vector,ent00d,713,TRUE,TRUE
SIGSENT00E,ENT,Entity / type hints,00E,SP:ENT:00E,,Treat argument as a Record Identifier entity type.,identifier|id|record id,ent00e,714,TRUE,TRUE
SIGSENT00F,ENT,Entity / type hints,00F,SP:ENT:00F,,Treat argument as a Boolean (true/false) entity type.,boolean|true/false|bool,ent00f,715,TRUE,TRUE
SIGSASP001,ASP,Aspect / tense,001,SP:ASP:001,,Aspectual cue: completed in the past.,in the past|previously|earlier,asp001,716,TRUE,TRUE
SIGSASP002,ASP,Aspect / tense,002,SP:ASP:002,,Aspectual cue: occurring at present.,now|currently|at present,asp002,717,TRUE,TRUE
SIGSASP003,ASP,Aspect / tense,003,SP:ASP:003,,Aspectual cue: scheduled for future.,later|upcoming|in future,asp003,718,TRUE,TRUE
SIGSASP004,ASP,Aspect / tense,004,SP:ASP:004,,Aspect: ongoing/continuous action.,in progress|ongoing|currently doing,asp004,719,TRUE,TRUE
SIGSASP005,ASP,Aspect / tense,005,SP:ASP:005,,Aspect: completed with present relevance.,has done|completed|finished,asp005,720,TRUE,TRUE
SIGSASP006,ASP,Aspect / tense,006,SP:ASP:006,,Aspect: ongoing over interval up to reference time.,has been doing|was ongoing|continuing,asp006,721,TRUE,TRUE
SIGSASP007,ASP,Aspect / tense,007,SP:ASP:007,,Aspect: occurs regularly or by habit.,usually|habitually|regularly,asp007,722,TRUE,TRUE
SIGSASP008,ASP,Aspect / tense,008,SP:ASP:008,,Aspect: occurs repeatedly.,repeatedly|again and again|many times,asp008,723,TRUE,TRUE
SIGSASP009,ASP,Aspect / tense,009,SP:ASP:009,,Aspect: onset/beginning of an action.,beginning|starting|onset,asp009,724,TRUE,TRUE
SIGSASP00A,ASP,Aspect / tense,00A,SP:ASP:00A,,Aspect: cessation/ending of an action.,ending|finishing|ceasing,asp00a,725,TRUE,TRUE
SIGSASP00B,ASP,Aspect / tense,00B,SP:ASP:00B,,Aspect: about to start (imminent).,about to|on the verge|going to,asp00b,726,TRUE,TRUE
SIGSASP00C,ASP,Aspect / tense,00C,SP:ASP:00C,,Aspect: looking back at prior state.,looking back|retrospective|in hindsight,asp00c,727,TRUE,TRUE
SIGSASP00D,ASP,Aspect / tense,00D,SP:ASP:00D,,Aspect: extended duration.,for a long time|prolonged|extended,asp00d,728,TRUE,TRUE
SIGSASP00E,ASP,Aspect / tense,00E,SP:ASP:00E,,Aspect: instantaneous or momentary.,instantaneous|momentary|one-off,asp00e,729,TRUE,TRUE
SIGSASP00F,ASP,Aspect / tense,00F,SP:ASP:00F,,Aspect: resulting state after completion.,resulting state|has become|now is,asp00f,730,TRUE,TRUE
SIGSCON001,CON,Condition,001,SP:CON:001,Conditional 'if',Introduces a condition that must be met for the subsequent action to be executed.,if|in the event that|should,con001,731,TRUE,TRUE
SIGSCON002,CON,Condition,002,SP:CON:002,Negative 'unless',Introduces a negative condition; the action occurs only if the condition is not met.,unless|if not|except if,con002,732,TRUE,TRUE
SIGSCON003,CON,Condition,003,SP:CON:003,Alternative 'otherwise',Specifies an alternative action to be taken if the primary condition is not met.,"otherwise|or else|if not, then",con003,733,TRUE,TRUE
SIGSCON004,CON,Condition,004,SP:CON:004,Prerequisite 'as long as',Specifies a continuous condition that must remain true for the action to be valid.,as long as|while|provided that,con004,734,TRUE,TRUE
SIGSCON005,CON,Condition,005,SP:CON:005,Proactive 'in case',Introduces a potential future condition for which a preparatory action is taken.,in case|just in case|on the off chance,con005,735,TRUE,TRUE
SIGSCON006,CON,Condition,006,SP:CON:006,Exclusive 'only if',Specifies that the condition is the only one under which the action will occur.,only if|exclusively if|only when,con006,736,TRUE,TRUE
SIGSCON007,CON,Condition,007,SP:CON:007,Premise 'given that',Introduces a known fact or premise from which the subsequent action logically follows.,given that|seeing as|considering,con007,737,TRUE,TRUE
SIGSCON008,CON,Condition,008,SP:CON:008,Assumed 'assuming',Introduces a condition that is assumed to be true for the purpose of the action.,assuming|supposing|let's assume,con008,738,TRUE,TRUE
SIGSCON009,CON,Condition,009,SP:CON:009,Requirement 'requires',States a mandatory prerequisite or input for an action or process.,requires|needs|must have,con009,739,TRUE,TRUE
SIGSCON00A,CON,Condition,00A,SP:CON:00A,Absence 'without',Specifies a condition of absence; the action proceeds if something is not present.,without|in the absence of|lacking,con00a,740,TRUE,TRUE
SIGSCON00B,CON,Condition,00B,SP:CON:00B,Contingency,Specifies that an action is dependent on the outcome of another event.,contingent on|dependent on|pending the outcome of,con00b,741,TRUE,TRUE
SIGSCON00C,CON,Condition,00C,SP:CON:00C,Exception,Introduces an exception to a general rule or statement.,barring|except for|with the exception of,con00c,742,TRUE,TRUE
SIGSCON00D,CON,Condition,00D,SP:CON:00D,Unconditional,Specifies that an action should proceed irrespective of other conditions.,regardless of|irrespective of|no matter what,con00d,743,TRUE,TRUE
SIGSCON00E,CON,Condition,00E,SP:CON:00E,Immediate Trigger,Specifies an action that should occur immediately upon the fulfillment of a condition.,upon|as soon as|once,con00e,744,TRUE,TRUE
SIGSCON00F,CON,Condition,00F,SP:CON:00F,Sufficiency,"Specifies a condition that, if met, is sufficient to cause a certain outcome.",is sufficient to|is enough to|suffices for,con00f,745,TRUE,TRUE
SIGSCON00G,CON,Condition,00G,SP:CON:00G,Necessity,Specifies a condition that is a necessary prerequisite for an outcome.,is necessary for|is required for|can't happen without,con00g,746,TRUE,TRUE
SIGSCON00H,CON,Condition,00H,SP:CON:00H,Retrospective,"Frames a condition in the past that, had it been different, would have changed an outcome.",if it weren't for|had it not been for,con00h,747,TRUE,TRUE
SIGSCON00I,CON,Condition,00I,SP:CON:00I,Default Action,Specifies a default action to be taken if no other conditions apply.,by default|as a fallback|if nothing else,con00i,748,TRUE,TRUE
SIGSEPI001,EPI,Epistemic,001,SP:EPI:001,Possibility,Indicates a proposition is possible but not certain.,possibly|maybe|potentially|could be,epi001,749,TRUE,TRUE
SIGSEPI002,EPI,Epistemic,002,SP:EPI:002,Probability,Indicates a proposition is likely to be true but not guaranteed.,probably|likely|most likely,epi002,750,TRUE,TRUE
SIGSEPI003,EPI,Epistemic,003,SP:EPI:003,Certainty,Indicates a proposition is known or asserted to be definitely true.,certainly|definitely|undoubtedly,epi003,751,TRUE,TRUE
SIGSEPI004,EPI,Epistemic,004,SP:EPI:004,Verified Claim,Indicates a proposition has been verified or is confirmed by evidence.,verified|confirmed|factually,epi004,752,TRUE,TRUE
SIGSEPI005,EPI,Epistemic,005,SP:EPI:005,Disputed Claim,"Indicates a proposition is contested, debated, or unproven.",disputed|contested|unverified,epi005,753,TRUE,TRUE
SIGSEPI006,EPI,Epistemic,006,SP:EPI:006,Assumption,Frames a proposition as an assumption taken for granted without proof.,assumed|presumably|supposedly,epi006,754,TRUE,TRUE
SIGSEPI007,EPI,Epistemic,007,SP:EPI:007,Hearsay / Reported,Indicates information is from an external source and not directly known.,reportedly|allegedly|according to,epi007,755,TRUE,TRUE
SIGSEPI008,EPI,Epistemic,008,SP:EPI:008,Impossibility,Indicates a proposition is asserted to be impossible or certainly false.,impossible|cannot be|no way,epi008,756,TRUE,TRUE
SIGSEPI009,EPI,Epistemic,009,SP:EPI:009,Self-Evident,Indicates a proposition is obvious or requires no proof.,obviously|clearly|evidently,epi009,757,TRUE,TRUE
SIGSEPI00A,EPI,Epistemic,00A,SP:EPI:00A,Theoretical,Frames a proposition as existing in theory but not necessarily in practice.,theoretically|in principle|ideally,epi00a,758,TRUE,TRUE
SIGSEPI00B,EPI,Epistemic,00B,SP:EPI:00B,Plausibility,Indicates that a proposition is reasonable and could well be true.,plausible|conceivable|believable,epi00b,759,TRUE,TRUE
SIGSEPI00C,EPI,Epistemic,00C,SP:EPI:00C,Conclusive,Indicates that the evidence is decisive and settles a question beyond doubt.,conclusively|decisively|beyond doubt,epi00c,760,TRUE,TRUE
SIGSEPI00D,EPI,Epistemic,00D,SP:EPI:00D,Intuitive Belief,Frames a proposition as based on intuition or a gut feeling rather than explicit evidence.,intuitively|my gut says|instinctively,epi00d,761,TRUE,TRUE
SIGSEPI00E,EPI,Epistemic,00E,SP:EPI:00E,Unconfirmed,Indicates that a proposition is currently lacking verification.,unconfirmed|pending verification|unsubstantiated,epi00e,762,TRUE,TRUE
SIGSEPI00F,EPI,Epistemic,00F,SP:EPI:00F,Empirical Evidence,Indicates that a claim is based on observation or direct experience.,empirically|observed to be|in practice,epi00f,763,TRUE,TRUE
SIGSEPI00G,EPI,Epistemic,00G,SP:EPI:00G,Subjective Belief,Explicitly frames a statement as a personal opinion or belief.,I believe|in my opinion|I think,epi00g,764,TRUE,TRUE
SIGSEPI00H,EPI,Epistemic,00H,SP:EPI:00H,Common Knowledge,Frames a proposition as being widely known and accepted.,it is known that|as everyone knows|traditionally,epi00h,765,TRUE,TRUE
SIGSEPI00I,EPI,Epistemic,00I,SP:EPI:00I,Counterintuitive,Indicates that a proposition is true despite appearing to be contrary to what one would expect.,counterintuitively|paradoxically|surprisingly,epi00i,766,TRUE,TRUE
SIGSCOG001,COG,Cognition,001,SP:COG:001,Inference,To reach a conclusion on the basis of evidence and reasoning.,infer|deduce|conclude,cog001,767,TRUE,TRUE
SIGSCOG002,COG,Cognition,002,SP:COG:002,Speculation,To form a theory or hypothesis without firm evidence.,speculate|hypothesize|guess,cog002,768,TRUE,TRUE
SIGSCOG003,COG,Cognition,003,SP:COG:003,Realization,The act of suddenly understanding or becoming aware of something.,realize|it dawned on me|I see now,cog003,769,TRUE,TRUE
SIGSCOG004,COG,Cognition,004,SP:COG:004,Reconsideration,"To think about something again, often to change one's mind.",reconsider|re-evaluate|rethink,cog004,770,TRUE,TRUE
SIGSCOG005,COG,Cognition,005,SP:COG:005,Doubt,To feel uncertain about something or question its truth.,doubt|question|I'm unsure about,cog005,771,TRUE,TRUE
SIGSCOG006,COG,Cognition,006,SP:COG:006,Judgment,To form an opinion or conclusion about something.,judge|assess|evaluate|determine,cog006,772,TRUE,TRUE
SIGSCOG007,COG,Cognition,007,SP:COG:007,Reflection,To think deeply or carefully about something.,reflect|ponder|contemplate,cog007,773,TRUE,TRUE
SIGSCOG008,COG,Cognition,008,SP:COG:008,Recall / Remember,"To bring a fact, event, or situation back into one's mind.",remember|recall|recollect,cog008,774,TRUE,TRUE
SIGSCOG009,COG,Cognition,009,SP:COG:009,Forget,"To be unable to remember a fact, event, or piece of information.",forget|don't remember|it slips my mind,cog009,775,TRUE,TRUE
SIGSCOG00A,COG,Cognition,00A,SP:COG:00A,Understanding,"To perceive the intended meaning of words, a language, or a speaker.",understand|comprehend|get it,cog00a,776,TRUE,TRUE
SIGSCOG00B,COG,Cognition,00B,SP:COG:00B,Misunderstanding,To fail to understand something correctly.,misunderstand|misinterpret|get it wrong,cog00b,777,TRUE,TRUE
SIGSCOG00C,COG,Cognition,00C,SP:COG:00C,Prioritization,To determine the order for dealing with tasks according to their importance.,prioritize|rank|focus on,cog00c,778,TRUE,TRUE
SIGSCOG00D,COG,Cognition,00D,SP:COG:00D,Anticipation,The act of expecting or predicting a future event or outcome.,anticipate|expect|foresee,cog00d,779,TRUE,TRUE
SIGSCOG00E,COG,Cognition,00E,SP:COG:00E,Analysis,The process of breaking down a complex topic into smaller parts for better understanding.,analyze|examine|break down,cog00e,780,TRUE,TRUE
SIGSCOG00F,COG,Cognition,00F,SP:COG:00F,Synthesis,The act of combining separate elements to form a coherent whole.,synthesize|integrate|combine,cog00f,781,TRUE,TRUE
SIGSCOG00G,COG,Cognition,00G,SP:COG:00G,Association,The mental act of connecting or linking one idea or memory with another.,associate|connect|link,cog00g,782,TRUE,TRUE
SIGSCOG00H,COG,Cognition,00H,SP:COG:00H,Differentiation,The act of distinguishing or perceiving the difference between things.,differentiate|distinguish|tell apart,cog00h,783,TRUE,TRUE
SIGSCOG00I,COG,Cognition,00I,SP:COG:00I,Visualization,The act of forming a mental image of something.,visualize|imagine|picture,cog00i,784,TRUE,TRUE
SIGSCOG00J,COG,Cognition,00J,SP:COG:00J,Abstraction,The process of considering something as a general quality or idea apart from specific instances.,abstract|generalize|conceptualize,cog00j,785,TRUE,TRUE
SIGSCOG00K,COG,Cognition,00K,SP:COG:00K,Classification,The act of arranging a group of items into classes or categories.,classify|categorize|group,cog00k,786,TRUE,TRUE
SIGSMET001,MET,Meta-communication,001,SP:MET:001,Clarification,Signals that the following statement is intended to clarify a previous one.,to clarify|in other words|let me rephrase,met001,787,TRUE,TRUE
SIGSMET002,MET,Meta-communication,002,SP:MET:002,Correction,Signals that the following statement corrects a previous error.,correction|I meant to say|actually,met002,788,TRUE,TRUE
SIGSMET003,MET,Meta-communication,003,SP:MET:003,Aside,Frames a statement as a digression or parenthetical comment.,as an aside|parenthetically|by the way,met003,789,TRUE,TRUE
SIGSMET004,MET,Meta-communication,004,SP:MET:004,Exemplification,Introduces an example to illustrate a point.,for example|for instance|to illustrate,met004,790,TRUE,TRUE
SIGSMET005,MET,Meta-communication,005,SP:MET:005,Summarization,Signals that the following statement is a summary of previous points.,in summary|to sum up|in short,met005,791,TRUE,TRUE
SIGSMET006,MET,Meta-communication,006,SP:MET:006,Topic Shift,Explicitly signals a change in the topic of conversation.,changing the subject|moving on|on another note,met006,792,TRUE,TRUE
SIGSMET007,MET,Meta-communication,007,SP:MET:007,Topic Return,Signals a return to a previous topic after a digression.,to get back on topic|as I was saying|returning to,met007,793,TRUE,TRUE
SIGSMET008,MET,Meta-communication,008,SP:MET:008,Elaboration,Indicates that more detail or information will be provided on a point.,to elaborate|in more detail|to expand on that,met008,794,TRUE,TRUE
SIGSMET009,MET,Meta-communication,009,SP:MET:009,Emphasis,Used to stress the importance or significance of the following point.,importantly|note that|to be clear,met009,795,TRUE,TRUE
SIGSMET00A,MET,Meta-communication,00A,SP:MET:00A,Conclusion,Signals the final point or closing of a discussion.,in conclusion|to conclude|finally,met00a,796,TRUE,TRUE
SIGSMET00B,MET,Meta-communication,00B,SP:MET:00B,Preamble,Introduces a topic or frames the context before the main statement.,first of all|to begin|as a preface,met00b,797,TRUE,TRUE
SIGSMET00C,MET,Meta-communication,00C,SP:MET:00C,Context Setting,Provides background or context for the main statement that follows.,for context|to set the scene|as background,met00c,798,TRUE,TRUE
SIGSMET00D,MET,Meta-communication,00D,SP:MET:00D,Follow-up,Signals that the statement builds upon a previous point or interaction.,as a follow-up|building on that|to add to that,met00d,799,TRUE,TRUE
SIGSMET00E,MET,Meta-communication,00E,SP:MET:00E,Reiteration,Signals an intentional repetition of a point for emphasis or clarity.,to reiterate|let me repeat|as I said before,met00e,800,TRUE,TRUE
SIGSMET00F,MET,Meta-communication,00F,SP:MET:00F,Simplification,Indicates that a complex idea is being expressed in simpler terms.,in simple terms|to put it simply|in a nutshell,met00f,801,TRUE,TRUE
SIGSMET00G,MET,Meta-communication,00G,SP:MET:00G,Acknowledgement,Acknowledges the validity or existence of another's point before proceeding.,that's a valid point|I see what you mean|point taken,met010,802,TRUE,TRUE
SIGSMET00H,MET,Meta-communication,00H,SP:MET:00H,Concession,"Acknowledges a point from an opposing argument, often before a rebuttal.",I concede|while it's true that|I'll grant you,met011,803,TRUE,TRUE
SIGSMET00I,MET,Meta-communication,00I,SP:MET:00I,Disclaiming,A statement used to distance the speaker from a potential misinterpretation.,"not to oversimplify|this may be obvious, but",met012,804,TRUE,TRUE
SIGSMET00J,MET,Meta-communication,00J,SP:MET:00J,Framing,Sets the perspective or frame through which a statement should be interpreted.,from a technical perspective|speaking as a user,met013,805,TRUE,TRUE
SIGSEMO001,EMO,Emotion / Affective State,001,SP:EMO:001,Joy / Happiness,"A positive emotional state characterized by feelings of pleasure, contentment, and elation.",happy|joyful|pleased|elated,emo001,806,TRUE,TRUE
SIGSEMO002,EMO,Emotion / Affective State,002,SP:EMO:002,Sadness / Sorrow,"An emotional state of unhappiness, typically resulting from loss, disappointment, or grief.",sad|sorrowful|unhappy|grieving,emo002,807,TRUE,TRUE
SIGSEMO003,EMO,Emotion / Affective State,003,SP:EMO:003,Anger / Frustration,"A strong feeling of annoyance, displeasure, or hostility.",angry|frustrated|annoyed|irate,emo003,808,TRUE,TRUE
SIGSEMO004,EMO,Emotion / Affective State,004,SP:EMO:004,Fear / Anxiety,An unpleasant emotion caused by the belief that someone or something is dangerous or threatening.,afraid|anxious|fearful|scared,emo004,809,TRUE,TRUE
SIGSEMO005,EMO,Emotion / Affective State,005,SP:EMO:005,Surprise / Astonishment,A brief state of emotion experienced as the result of an unexpected event.,surprised|astonished|shocked|amazed,emo005,810,TRUE,TRUE
SIGSEMO006,EMO,Emotion / Affective State,006,SP:EMO:006,Trust / Confidence,"A feeling of confidence and security in the reliability, truth, or ability of someone or something.",trusting|confident|secure|safe with,emo006,811,TRUE,TRUE
SIGSEMO007,EMO,Emotion / Affective State,007,SP:EMO:007,Anticipation / Eagerness,A state of looking forward with excitement or expectation to a future event.,anticipating|eager|expectant|looking forward to,emo007,812,TRUE,TRUE
SIGSEMO008,EMO,Emotion / Affective State,008,SP:EMO:008,Serenity / Calm,"A state of being calm, peaceful, and untroubled.",serene|calm|peaceful|tranquil,emo008,813,TRUE,TRUE
SIGSEMO009,EMO,Emotion / Affective State,009,SP:EMO:009,Intrigue / Curiosity,A state of interest or fascination that prompts a desire to know or learn more.,intrigued|curious|fascinated|puzzled,emo009,814,TRUE,TRUE
SIGSEMO00A,EMO,Emotion / Affective State,00A,SP:EMO:00A,Ambivalence / Conflict,"The state of having mixed, contradictory, or conflicting emotional responses toward something.",ambivalent|conflicted|undecided|mixed feelings,emo00a,815,TRUE,TRUE
SIGSEMO00B,EMO,Emotion / Affective State,00B,SP:EMO:00B,Relief,A feeling of reassurance and relaxation following release from anxiety or distress.,relieved|eased|comforted|glad that's over,emo00b,816,TRUE,TRUE
SIGSEMO00C,EMO,Emotion / Affective State,00C,SP:EMO:00C,Disappointment,A feeling of sadness or displeasure caused by the nonfulfillment of one's hopes or expectations.,disappointed|let down|disheartened,emo00c,817,TRUE,TRUE
SIGSEMO00D,EMO,Emotion / Affective State,00D,SP:EMO:00D,Empathy / Resonance,The capacity to understand or feel what another person is experiencing from within their frame of reference.,empathetic|resonates with|I feel you|understanding,emo00d,818,TRUE,TRUE
SIGSEMO00E,EMO,Emotion / Affective State,00E,SP:EMO:00E,Contentment / Satisfaction,A state of peaceful happiness and satisfaction with one's situation.,content|satisfied|fulfilled|at ease,emo00e,819,TRUE,TRUE
SIGSEMO00F,EMO,Emotion / Affective State,00F,SP:EMO:00F,Enthusiasm / Excitement,"A state of intense and eager enjoyment, interest, or approval.",enthusiastic|excited|thrilled|pumped,emo00f,820,TRUE,TRUE
SIGSEMO00G,EMO,Emotion / Affective State,00G,SP:EMO:00G,Rage / Fury,"An intense, explosive, and often uncontrolled state of anger. (High-intensity emo003)",rage|fury|outraged|incensed,emo00g,821,TRUE,TRUE
SIGSEMO00H,EMO,Emotion / Affective State,00H,SP:EMO:00H,Ecstasy / Elation,An overwhelming feeling of great happiness or joyful excitement. (High-intensity emo001),ecstatic|elated|euphoric|overjoyed,emo00h,822,TRUE,TRUE
